<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20150323;00:00;6777.0000000;6814.0000000;6525.0000000;6538.0000000;1093096
20150324;00:00;6538.0000000;6718.0000000;6450.0000000;6642.0000000;1015979
20150325;00:00;6636.0000000;6694.0000000;6486.0000000;6580.0000000;955537
20150326;00:00;6583.0000000;6652.0000000;6320.0000000;6390.0000000;1081415
20150327;00:00;6387.0000000;6429.0000000;6131.0000000;6153.0000000;998616
20150330;00:00;6161.0000000;6412.0000000;6125.0000000;6364.0000000;868107
20150331;00:00;6363.0000000;6404.0000000;6250.0000000;6322.0000000;849595
20150401;00:00;6320.0000000;6529.0000000;6280.0000000;6480.0000000;1025416
20150402;00:00;6480.0000000;6625.0000000;6450.0000000;6581.0000000;964495
20150403;00:00;6587.0000000;6673.0000000;6515.0000000;6579.0000000;685919
20150406;00:00;6575.0000000;6927.0000000;6572.0000000;6886.0000000;843724
20150407;00:00;6884.0000000;7038.0000000;6808.0000000;6936.0000000;1356611
20150408;00:00;6941.0000000;7002.0000000;6849.0000000;6901.0000000;868869
20150409;00:00;6893.0000000;7233.0000000;6893.0000000;7221.0000000;988041
20150410;00:00;7216.0000000;7235.0000000;6994.0000000;7169.0000000;1024738
20150413;00:00;7166.0000000;7427.0000000;7133.0000000;7358.0000000;859124
20150414;00:00;7371.0000000;7458.0000000;7262.0000000;7378.0000000;823954
20150415;00:00;7382.0000000;7686.0000000;7360.0000000;7660.0000000;828872
20150416;00:00;7659.0000000;7717.0000000;7450.0000000;7656.0000000;1072934
20150417;00:00;7655.0000000;7656.0000000;7255.0000000;7355.0000000;1215323
20150420;00:00;7360.0000000;7507.0000000;7213.0000000;7470.0000000;1186334
20150421;00:00;7477.0000000;7684.0000000;7426.0000000;7609.0000000;934126
20150422;00:00;7614.0000000;7630.0000000;7357.0000000;7498.0000000;928504
20150423;00:00;7490.0000000;7745.0000000;7292.0000000;7668.0000000;1191490
20150424;00:00;7670.0000000;7857.0000000;7562.0000000;7649.0000000;949465
20150427;00:00;7651.0000000;7762.0000000;7525.0000000;7577.0000000;971450
20150428;00:00;7576.0000000;7670.0000000;7466.0000000;7608.0000000;845766
20150429;00:00;7618.0000000;7708.0000000;7535.0000000;7580.0000000;825410
20150430;00:00;7582.0000000;7779.0000000;7571.0000000;7754.0000000;728985
20150505;00:00;7757.0000000;8143.0000000;7753.0000000;8062.0000000;783509
20150506;00:00;8062.0000000;8177.0000000;7912.0000000;7921.0000000;792977
20150507;00:00;7929.0000000;7954.0000000;7657.0000000;7716.0000000;729643
20150508;00:00;7715.0000000;7730.0000000;7565.0000000;7603.0000000;742835
20150512;00:00;7601.0000000;7727.0000000;7480.0000000;7603.0000000;850821
20150513;00:00;7610.0000000;7662.0000000;7523.0000000;7555.0000000;848497
20150514;00:00;7558.0000000;7589.0000000;7401.0000000;7513.0000000;800441
20150515;00:00;7507.0000000;7611.0000000;7411.0000000;7605.0000000;749909
20150518;00:00;7607.0000000;7650.0000000;7511.0000000;7532.0000000;677215
20150519;00:00;7535.0000000;7558.0000000;7331.0000000;7372.0000000;689829
20150520;00:00;7377.0000000;7392.0000000;7177.0000000;7206.0000000;942348
20150521;00:00;7212.0000000;7395.0000000;7145.0000000;7385.0000000;969764
20150522;00:00;7382.0000000;7492.0000000;7327.0000000;7477.0000000;993923
20150525;00:00;7476.0000000;7587.0000000;7302.0000000;7498.0000000;786783
20150526;00:00;7496.0000000;7530.0000000;7403.0000000;7465.0000000;839516
20150527;00:00;7465.0000000;7470.0000000;7262.0000000;7395.0000000;882386
20150528;00:00;7395.0000000;7507.0000000;7330.0000000;7393.0000000;832566
20150529;00:00;7397.0000000;7626.0000000;7295.0000000;7357.0000000;1036795
20150601;00:00;7360.0000000;7449.0000000;7249.0000000;7290.0000000;922211
20150602;00:00;7288.0000000;7470.0000000;7225.0000000;7438.0000000;851979
20150603;00:00;7431.0000000;7439.0000000;7154.0000000;7192.0000000;970124
20150604;00:00;7187.0000000;7232.0000000;7051.0000000;7112.0000000;945860
20150605;00:00;7108.0000000;7164.0000000;7003.0000000;7090.0000000;764530
20150608;00:00;7090.0000000;7104.0000000;6801.0000000;6848.0000000;1046739
20150609;00:00;6858.0000000;7018.0000000;6817.0000000;6997.0000000;711226
20150610;00:00;7180.0000000;7388.0000000;7170.0000000;7312.0000000;95714
20150611;00:00;7311.0000000;7501.0000000;7231.0000000;7470.0000000;233834
20150615;00:00;7470.0000000;7490.0000000;7272.0000000;7377.0000000;497748
20150616;00:00;7377.0000000;7610.0000000;7316.0000000;7579.0000000;772514
20150617;00:00;7577.0000000;7664.0000000;7470.0000000;7557.0000000;794254
20150618;00:00;7543.0000000;7649.0000000;7466.0000000;7515.0000000;724794
20150619;00:00;7515.0000000;7546.0000000;7361.0000000;7399.0000000;589133
20150622;00:00;7389.0000000;7457.0000000;7349.0000000;7384.0000000;533321
20150623;00:00;7387.0000000;7447.0000000;7350.0000000;7419.0000000;495129
20150624;00:00;7418.0000000;7468.0000000;7336.0000000;7384.0000000;537691
20150625;00:00;7384.0000000;7422.0000000;7333.0000000;7342.0000000;373546
20150626;00:00;7342.0000000;7344.0000000;7227.0000000;7264.0000000;480708
20150629;00:00;7263.0000000;7282.0000000;7050.0000000;7181.0000000;599522
20150630;00:00;7184.0000000;7455.0000000;7184.0000000;7411.0000000;743575
20150701;00:00;7412.0000000;7481.0000000;7251.0000000;7270.0000000;699542
20150702;00:00;7269.0000000;7305.0000000;7190.0000000;7214.0000000;547074
20150703;00:00;7212.0000000;7290.0000000;7155.0000000;7270.0000000;557467
20150706;00:00;7270.0000000;7270.0000000;6960.0000000;6981.0000000;728183
20150707;00:00;6987.0000000;7158.0000000;6970.0000000;7140.0000000;781530
20150708;00:00;7134.0000000;7134.0000000;6810.0000000;6881.0000000;986661
20150709;00:00;6885.0000000;7095.0000000;6885.0000000;7064.0000000;747863
20150710;00:00;7067.0000000;7336.0000000;7067.0000000;7294.0000000;673663
20150713;00:00;7284.0000000;7450.0000000;7223.0000000;7442.0000000;788313
20150714;00:00;7437.0000000;7555.0000000;7372.0000000;7531.0000000;827292
20150715;00:00;7530.0000000;7579.0000000;7434.0000000;7515.0000000;720923
20150716;00:00;7529.0000000;7590.0000000;7494.0000000;7547.0000000;472163
20150717;00:00;7551.0000000;7760.0000000;7497.0000000;7707.0000000;691692
20150720;00:00;7701.0000000;7713.0000000;7517.0000000;7524.0000000;723706
20150721;00:00;7530.0000000;7727.0000000;7474.0000000;7665.0000000;747808
20150722;00:00;7664.0000000;7738.0000000;7538.0000000;7571.0000000;797855
20150723;00:00;7576.0000000;7610.0000000;7350.0000000;7387.0000000;640467
20150724;00:00;7382.0000000;7388.0000000;7127.0000000;7174.0000000;779312
20150727;00:00;7172.0000000;7175.0000000;6856.0000000;6922.0000000;1176103
20150728;00:00;6924.0000000;7189.0000000;6859.0000000;7075.0000000;1153073
20150729;00:00;7078.0000000;7272.0000000;7078.0000000;7243.0000000;946006
20150730;00:00;7249.0000000;7386.0000000;7203.0000000;7312.0000000;769599
20150731;00:00;7307.0000000;7360.0000000;7121.0000000;7268.0000000;1029158
20150803;00:00;7267.0000000;7274.0000000;7134.0000000;7150.0000000;887949
20150804;00:00;7158.0000000;7352.0000000;7152.0000000;7325.0000000;807183
20150805;00:00;7332.0000000;7516.0000000;7324.0000000;7394.0000000;832836
20150806;00:00;7398.0000000;7487.0000000;7295.0000000;7348.0000000;845051
20150807;00:00;7354.0000000;7546.0000000;7345.0000000;7499.0000000;742460
20150810;00:00;7500.0000000;7627.0000000;7430.0000000;7582.0000000;711791
20150811;00:00;7582.0000000;7650.0000000;7380.0000000;7424.0000000;790226
20150812;00:00;7418.0000000;7502.0000000;7331.0000000;7450.0000000;680793
20150813;00:00;7454.0000000;7519.0000000;7375.0000000;7415.0000000;582919
20150814;00:00;7418.0000000;7560.0000000;7393.0000000;7497.0000000;621092
20150817;00:00;7498.0000000;7498.0000000;7341.0000000;7360.0000000;627751
20150818;00:00;7350.0000000;7411.0000000;7264.0000000;7310.0000000;712189
20150819;00:00;7320.0000000;7396.0000000;7160.0000000;7174.0000000;766781
20150820;00:00;7171.0000000;7318.0000000;7145.0000000;7156.0000000;776303
20150821;00:00;7157.0000000;7212.0000000;7004.0000000;7021.0000000;680386
20150824;00:00;7021.0000000;7039.0000000;6724.0000000;6859.0000000;1528674
20150825;00:00;6884.0000000;7149.0000000;6884.0000000;7005.0000000;886353
20150826;00:00;7020.0000000;7246.0000000;6997.0000000;7228.0000000;854802
20150827;00:00;7239.0000000;7495.0000000;7226.0000000;7454.0000000;929431
20150828;00:00;7452.0000000;7551.0000000;7326.0000000;7498.0000000;965438
20150831;00:00;7480.0000000;7596.0000000;7340.0000000;7536.0000000;827207
20150901;00:00;7534.0000000;7534.0000000;7225.0000000;7270.0000000;893819
20150902;00:00;7271.0000000;7458.0000000;7257.0000000;7414.0000000;870152
20150903;00:00;7410.0000000;7482.0000000;7346.0000000;7380.0000000;705116
20150904;00:00;7377.0000000;7457.0000000;7353.0000000;7383.0000000;530018
20150907;00:00;7386.0000000;7430.0000000;7359.0000000;7420.0000000;370115
20150908;00:00;7419.0000000;7567.0000000;7419.0000000;7516.0000000;701375
20150909;00:00;7519.0000000;7598.0000000;7386.0000000;7410.0000000;662767
20150910;00:00;7598.0000000;7690.0000000;7557.0000000;7620.0000000;18023
20150911;00:00;7609.0000000;7680.0000000;7562.0000000;7621.0000000;33556
20150914;00:00;7619.0000000;7744.0000000;7572.0000000;7692.0000000;223646
20150915;00:00;7698.0000000;7741.0000000;7640.0000000;7741.0000000;390112
20150916;00:00;7732.0000000;8000.0000000;7719.0000000;7975.0000000;722761
20150917;00:00;7975.0000000;8005.0000000;7826.0000000;7891.0000000;688152
20150918;00:00;7891.0000000;7923.0000000;7726.0000000;7781.0000000;719435
20150921;00:00;7733.0000000;7906.0000000;7733.0000000;7806.0000000;500460
20150922;00:00;7805.0000000;7811.0000000;7580.0000000;7653.0000000;724175
20150923;00:00;7647.0000000;7692.0000000;7507.0000000;7557.0000000;769568
20150924;00:00;7560.0000000;7618.0000000;7454.0000000;7579.0000000;757419
20150925;00:00;7589.0000000;7724.0000000;7553.0000000;7659.0000000;565484
20150928;00:00;7660.0000000;7758.0000000;7606.0000000;7625.0000000;595750
20150929;00:00;7615.0000000;7766.0000000;7535.0000000;7710.0000000;686209
20150930;00:00;7720.0000000;7859.0000000;7680.0000000;7744.0000000;634413
20151001;00:00;7746.0000000;7830.0000000;7583.0000000;7632.0000000;666154
20151002;00:00;7634.0000000;7672.0000000;7463.0000000;7643.0000000;686651
20151005;00:00;7644.0000000;7820.0000000;7601.0000000;7793.0000000;606396
20151006;00:00;7793.0000000;7946.0000000;7737.0000000;7903.0000000;551236
20151007;00:00;7903.0000000;8153.0000000;7831.0000000;8115.0000000;868060
20151008;00:00;8110.0000000;8578.0000000;7998.0000000;8540.0000000;1059479
20151009;00:00;8555.0000000;8783.0000000;8489.0000000;8681.0000000;1057489
20151012;00:00;8682.0000000;8822.0000000;8540.0000000;8636.0000000;828712
20151013;00:00;8636.0000000;8732.0000000;8545.0000000;8574.0000000;704535
20151014;00:00;8579.0000000;8875.0000000;8554.0000000;8805.0000000;786541
20151015;00:00;8832.0000000;9066.0000000;8832.0000000;9035.0000000;826283
20151016;00:00;9035.0000000;9151.0000000;8965.0000000;9068.0000000;840318
20151019;00:00;9059.0000000;9059.0000000;8731.0000000;8869.0000000;724800
20151020;00:00;8859.0000000;9075.0000000;8757.0000000;8933.0000000;853892
20151021;00:00;8933.0000000;8973.0000000;8733.0000000;8787.0000000;748445
20151022;00:00;8788.0000000;8901.0000000;8732.0000000;8830.0000000;715885
20151023;00:00;8844.0000000;9228.0000000;8827.0000000;9220.0000000;995069
20151026;00:00;9219.0000000;9400.0000000;9100.0000000;9345.0000000;1115260
20151027;00:00;9334.0000000;9343.0000000;8982.0000000;9051.0000000;830012
20151028;00:00;9043.0000000;9180.0000000;8855.0000000;9124.0000000;1033973
20151029;00:00;9121.0000000;9223.0000000;8948.0000000;8972.0000000;892819
20151030;00:00;8972.0000000;9231.0000000;8923.0000000;9155.0000000;726482
20151102;00:00;9137.0000000;9495.0000000;9080.0000000;9486.0000000;1020623
20151103;00:00;9490.0000000;9723.0000000;9443.0000000;9695.0000000;1000921
20151105;00:00;9699.0000000;9767.0000000;9567.0000000;9652.0000000;869898
20151106;00:00;9659.0000000;9687.0000000;9447.0000000;9531.0000000;844107
20151109;00:00;9539.0000000;9578.0000000;9310.0000000;9364.0000000;744186
20151110;00:00;9364.0000000;9560.0000000;9295.0000000;9519.0000000;813477
20151111;00:00;9527.0000000;9577.0000000;9351.0000000;9436.0000000;907325
20151112;00:00;9436.0000000;9579.0000000;9342.0000000;9458.0000000;814785
20151113;00:00;9452.0000000;9520.0000000;9379.0000000;9422.0000000;663818
20151116;00:00;9421.0000000;9812.0000000;9386.0000000;9783.0000000;865224
20151117;00:00;9783.0000000;10468.0000000;9745.0000000;10345.0000000;1296221
20151118;00:00;10347.0000000;10569.0000000;10250.0000000;10555.0000000;1143965
20151119;00:00;10562.0000000;10930.0000000;10330.0000000;10474.0000000;1719538
20151120;00:00;10474.0000000;10870.0000000;10387.0000000;10769.0000000;1152742
20151123;00:00;10757.0000000;11096.0000000;10586.0000000;11018.0000000;1398377
20151124;00:00;11019.0000000;11133.0000000;10565.0000000;10625.0000000;1371272
20151125;00:00;10655.0000000;10998.0000000;10600.0000000;10975.0000000;1127773
20151126;00:00;10971.0000000;10985.0000000;10610.0000000;10695.0000000;796586
20151127;00:00;10686.0000000;10686.0000000;10410.0000000;10511.0000000;813209
20151130;00:00;10501.0000000;10638.0000000;10255.0000000;10323.0000000;850745
20151201;00:00;10335.0000000;10434.0000000;10098.0000000;10181.0000000;744286
20151202;00:00;10177.0000000;10387.0000000;10151.0000000;10224.0000000;884234
20151203;00:00;10225.0000000;10543.0000000;10188.0000000;10440.0000000;867388
20151204;00:00;10438.0000000;10600.0000000;10259.0000000;10368.0000000;904155
20151207;00:00;10374.0000000;10550.0000000;10261.0000000;10296.0000000;798170
20151208;00:00;10296.0000000;10332.0000000;9708.0000000;9746.0000000;1107255
20151209;00:00;9755.0000000;10126.0000000;9741.0000000;10019.0000000;1019269
20151210;00:00;10271.0000000;10430.0000000;10216.0000000;10244.0000000;44134
20151211;00:00;10240.0000000;10314.0000000;10000.0000000;10039.0000000;47508
20151214;00:00;10030.0000000;10097.0000000;9881.0000000;10082.0000000;299679
20151215;00:00;10089.0000000;10353.0000000;10082.0000000;10295.0000000;503547
20151216;00:00;10295.0000000;10615.0000000;10261.0000000;10610.0000000;556362
20151217;00:00;10590.0000000;10799.0000000;10514.0000000;10556.0000000;856591
20151218;00:00;10569.0000000;10579.0000000;10107.0000000;10176.0000000;842023
20151221;00:00;10170.0000000;10350.0000000;10011.0000000;10129.0000000;880862
20151222;00:00;10131.0000000;10299.0000000;10131.0000000;10243.0000000;530888
20151223;00:00;10247.0000000;10600.0000000;10247.0000000;10581.0000000;709661
20151224;00:00;10595.0000000;10640.0000000;10268.0000000;10421.0000000;785065
20151225;00:00;10417.0000000;10478.0000000;10313.0000000;10390.0000000;351521
20151228;00:00;10383.0000000;10391.0000000;10170.0000000;10290.0000000;423113
20151229;00:00;10292.0000000;10495.0000000;10200.0000000;10395.0000000;793712
20151230;00:00;10396.0000000;10415.0000000;10260.0000000;10325.0000000;372491
20160104;00:00;10323.0000000;10383.0000000;9919.0000000;9985.0000000;431976
20160105;00:00;9999.0000000;10157.0000000;9901.0000000;10108.0000000;403270
20160106;00:00;10106.0000000;10155.0000000;9837.0000000;9844.0000000;353050
20160111;00:00;9842.0000000;9842.0000000;9175.0000000;9260.0000000;689266
20160112;00:00;9260.0000000;9484.0000000;9057.0000000;9346.0000000;954086
20160113;00:00;9346.0000000;9575.0000000;9223.0000000;9238.0000000;670660
20160114;00:00;9250.0000000;9565.0000000;9217.0000000;9538.0000000;755527
20160115;00:00;9531.0000000;9531.0000000;8773.0000000;8940.0000000;1072457
20160118;00:00;8930.0000000;8993.0000000;8701.0000000;8801.0000000;873275
20160119;00:00;8819.0000000;9135.0000000;8634.0000000;8744.0000000;996867
20160120;00:00;8723.0000000;8730.0000000;8373.0000000;8700.0000000;1100615
20160121;00:00;8689.0000000;8899.0000000;8476.0000000;8831.0000000;1042526
20160122;00:00;8845.0000000;9378.0000000;8845.0000000;9344.0000000;1181258
20160125;00:00;9350.0000000;9472.0000000;9100.0000000;9131.0000000;1054979
20160126;00:00;9126.0000000;9423.0000000;9008.0000000;9389.0000000;995516
20160127;00:00;9377.0000000;9838.0000000;9290.0000000;9653.0000000;1117891
20160128;00:00;9662.0000000;9860.0000000;9558.0000000;9838.0000000;1369426
20160129;00:00;9840.0000000;10061.0000000;9640.0000000;9802.0000000;1082011
20160201;00:00;9797.0000000;9881.0000000;9654.0000000;9763.0000000;870644
20160202;00:00;9760.0000000;9835.0000000;9500.0000000;9515.0000000;994608
20160203;00:00;9512.0000000;9890.0000000;9491.0000000;9840.0000000;1093495
20160204;00:00;9845.0000000;9950.0000000;9724.0000000;9780.0000000;917989
20160205;00:00;9780.0000000;9920.0000000;9720.0000000;9725.0000000;688317
20160208;00:00;9727.0000000;9898.0000000;9491.0000000;9615.0000000;917219
20160209;00:00;9609.0000000;9671.0000000;9351.0000000;9400.0000000;1048034
20160210;00:00;9400.0000000;9800.0000000;9400.0000000;9668.0000000;1005011
20160211;00:00;9666.0000000;9705.0000000;9397.0000000;9640.0000000;985457
20160212;00:00;9651.0000000;9685.0000000;9514.0000000;9642.0000000;635016
20160215;00:00;9645.0000000;9737.0000000;9555.0000000;9625.0000000;647800
20160216;00:00;9636.0000000;9850.0000000;9636.0000000;9821.0000000;919344
20160217;00:00;9815.0000000;10106.0000000;9688.0000000;10081.0000000;836262
20160218;00:00;10082.0000000;10368.0000000;10063.0000000;10226.0000000;947450
20160219;00:00;10232.0000000;10447.0000000;10134.0000000;10259.0000000;993658
20160220;00:00;10257.0000000;10340.0000000;10223.0000000;10288.0000000;212189
20160222;00:00;10289.0000000;10522.0000000;10289.0000000;10346.0000000;638325
20160224;00:00;10342.0000000;10393.0000000;10145.0000000;10377.0000000;742917
20160225;00:00;10368.0000000;10610.0000000;10211.0000000;10565.0000000;892502
20160226;00:00;10565.0000000;10777.0000000;10545.0000000;10600.0000000;825642
20160229;00:00;10600.0000000;10807.0000000;10531.0000000;10698.0000000;672636
20160301;00:00;10702.0000000;10967.0000000;10690.0000000;10946.0000000;858642
20160302;00:00;10942.0000000;10967.0000000;10653.0000000;10742.0000000;723647
20160303;00:00;10727.0000000;10829.0000000;10569.0000000;10763.0000000;755528
20160304;00:00;10772.0000000;11029.0000000;10704.0000000;10968.0000000;623121
20160307;00:00;10969.0000000;11040.0000000;10875.0000000;10960.0000000;541480
20160309;00:00;10946.0000000;10949.0000000;10773.0000000;10903.0000000;609779
20160310;00:00;10995.0000000;11117.0000000;10669.0000000;10890.0000000;34490
20160311;00:00;10903.0000000;11089.0000000;10903.0000000;11008.0000000;45034
20160314;00:00;11009.0000000;11300.0000000;10919.0000000;11199.0000000;164826
20160315;00:00;11197.0000000;11203.0000000;10632.0000000;10761.0000000;470038
20160316;00:00;10779.0000000;10921.0000000;10690.0000000;10869.0000000;493431
20160317;00:00;10874.0000000;11100.0000000;10867.0000000;11050.0000000;680879
20160318;00:00;11055.0000000;11357.0000000;10986.0000000;11200.0000000;947545
20160321;00:00;11200.0000000;11395.0000000;11100.0000000;11310.0000000;852992
20160322;00:00;11311.0000000;11508.0000000;11190.0000000;11214.0000000;846359
20160323;00:00;11211.0000000;11308.0000000;10918.0000000;10938.0000000;781652
20160324;00:00;10933.0000000;11015.0000000;10785.0000000;10962.0000000;752018
20160325;00:00;10963.0000000;11080.0000000;10956.0000000;11038.0000000;371558
20160328;00:00;11039.0000000;11094.0000000;10846.0000000;10938.0000000;515467
20160329;00:00;10934.0000000;10950.0000000;10609.0000000;10895.0000000;725646
20160330;00:00;10897.0000000;11072.0000000;10831.0000000;10944.0000000;660076
20160331;00:00;10950.0000000;11130.0000000;10790.0000000;10989.0000000;814391
20160401;00:00;10977.0000000;11011.0000000;10751.0000000;10975.0000000;715191
20160404;00:00;10971.0000000;11036.0000000;10698.0000000;10750.0000000;762994
20160405;00:00;10753.0000000;10839.0000000;10645.0000000;10824.0000000;765607
20160406;00:00;10829.0000000;10939.0000000;10748.0000000;10926.0000000;613518
20160407;00:00;10922.0000000;10986.0000000;10807.0000000;10858.0000000;536843
20160408;00:00;10858.0000000;11385.0000000;10858.0000000;11284.0000000;877725
20160411;00:00;11284.0000000;11836.0000000;11284.0000000;11698.0000000;1052020
20160412;00:00;11703.0000000;11991.0000000;11622.0000000;11862.0000000;1007100
20160413;00:00;11860.0000000;12044.0000000;11774.0000000;11974.0000000;765683
20160414;00:00;11964.0000000;12000.0000000;11822.0000000;11929.0000000;665877
20160415;00:00;11928.0000000;12033.0000000;11838.0000000;11970.0000000;630728
20160418;00:00;11951.0000000;11983.0000000;11600.0000000;11881.0000000;881087
20160419;00:00;11895.0000000;12377.0000000;11895.0000000;12140.0000000;1160599
20160420;00:00;12140.0000000;12493.0000000;12012.0000000;12413.0000000;917727
20160421;00:00;12425.0000000;12557.0000000;11842.0000000;11915.0000000;1200971
20160422;00:00;11918.0000000;12160.0000000;11804.0000000;12118.0000000;929978
20160425;00:00;12113.0000000;12166.0000000;11963.0000000;12004.0000000;564377
20160426;00:00;11995.0000000;12064.0000000;11672.0000000;12035.0000000;842537
20160427;00:00;12031.0000000;12247.0000000;11956.0000000;12187.0000000;739795
20160428;00:00;12176.0000000;12496.0000000;11987.0000000;12296.0000000;767251
20160429;00:00;12302.0000000;12572.0000000;12176.0000000;12359.0000000;778506
20160504;00:00;12325.0000000;12325.0000000;11905.0000000;12024.0000000;567591
20160505;00:00;12026.0000000;12210.0000000;11990.0000000;12040.0000000;564621
20160506;00:00;12039.0000000;12060.0000000;11799.0000000;11983.0000000;665917
20160510;00:00;11978.0000000;12096.0000000;11808.0000000;11958.0000000;649859
20160511;00:00;11946.0000000;12374.0000000;11911.0000000;12212.0000000;895890
20160512;00:00;12223.0000000;12384.0000000;12041.0000000;12170.0000000;790084
20160513;00:00;12155.0000000;12155.0000000;11908.0000000;12032.0000000;676361
20160516;00:00;12040.0000000;12309.0000000;12040.0000000;12208.0000000;656460
20160517;00:00;12210.0000000;12270.0000000;12000.0000000;12184.0000000;691130
20160518;00:00;12183.0000000;12294.0000000;12103.0000000;12134.0000000;665433
20160519;00:00;12124.0000000;12149.0000000;11947.0000000;12066.0000000;711605
20160520;00:00;12066.0000000;12172.0000000;11987.0000000;12130.0000000;526702
20160523;00:00;12128.0000000;12195.0000000;11922.0000000;12135.0000000;630120
20160524;00:00;12135.0000000;12377.0000000;12060.0000000;12353.0000000;606574
20160525;00:00;12360.0000000;12775.0000000;12342.0000000;12742.0000000;907197
20160526;00:00;12747.0000000;13241.0000000;12600.0000000;13124.0000000;1176520
20160527;00:00;13124.0000000;13387.0000000;13031.0000000;13254.0000000;931829
20160530;00:00;13246.0000000;13439.0000000;13145.0000000;13380.0000000;556577
20160531;00:00;13396.0000000;13496.0000000;13109.0000000;13151.0000000;1044115
20160601;00:00;13135.0000000;13217.0000000;13016.0000000;13061.0000000;685949
20160602;00:00;13061.0000000;13278.0000000;12929.0000000;13196.0000000;857944
20160603;00:00;13205.0000000;13330.0000000;12978.0000000;13140.0000000;878890
20160606;00:00;13131.0000000;13350.0000000;13076.0000000;13227.0000000;615103
20160607;00:00;13245.0000000;13964.0000000;13245.0000000;13859.0000000;1056327
20160608;00:00;13871.0000000;14069.0000000;13614.0000000;13847.0000000;910197
20160609;00:00;13846.0000000;13918.0000000;13559.0000000;13803.0000000;864132
20160610;00:00;14140.0000000;14144.0000000;13670.0000000;13720.0000000;88940
20160614;00:00;13704.0000000;13704.0000000;12886.0000000;12966.0000000;271809
20160615;00:00;12967.0000000;13365.0000000;12967.0000000;13243.0000000;464106
20160616;00:00;13235.0000000;13235.0000000;12894.0000000;13115.0000000;718721
20160617;00:00;13115.0000000;13398.0000000;13115.0000000;13250.0000000;682162
20160620;00:00;13259.0000000;13672.0000000;13259.0000000;13482.0000000;599743
20160621;00:00;13486.0000000;13789.0000000;13305.0000000;13765.0000000;717778
20160622;00:00;13789.0000000;13900.0000000;13659.0000000;13715.0000000;753488
20160623;00:00;13724.0000000;14189.0000000;13697.0000000;14182.0000000;805203
20160624;00:00;14148.0000000;14148.0000000;13200.0000000;13566.0000000;1138205
20160627;00:00;13580.0000000;13770.0000000;12789.0000000;12948.0000000;1189531
20160628;00:00;12976.0000000;13334.0000000;12863.0000000;13320.0000000;961488
20160629;00:00;13335.0000000;13712.0000000;13266.0000000;13632.0000000;765541
20160630;00:00;13633.0000000;13795.0000000;13383.0000000;13570.0000000;1009225
20160701;00:00;13552.0000000;13707.0000000;13416.0000000;13690.0000000;651292
20160704;00:00;13813.0000000;13831.0000000;13646.0000000;13745.0000000;416655
20160705;00:00;13745.0000000;13745.0000000;13403.0000000;13541.0000000;601793
20160706;00:00;13535.0000000;13535.0000000;13037.0000000;13379.0000000;866581
20160707;00:00;13372.0000000;13600.0000000;13252.0000000;13310.0000000;844800
20160708;00:00;13310.0000000;13735.0000000;13293.0000000;13690.0000000;895692
20160711;00:00;13710.0000000;14019.0000000;13689.0000000;13844.0000000;776240
20160712;00:00;13844.0000000;14363.0000000;13844.0000000;14229.0000000;743663
20160713;00:00;14230.0000000;14370.0000000;14023.0000000;14162.0000000;985385
20160714;00:00;14162.0000000;14297.0000000;13971.0000000;14180.0000000;846762
20160715;00:00;14176.0000000;14195.0000000;13951.0000000;14022.0000000;729103
20160718;00:00;14033.0000000;14259.0000000;14003.0000000;14233.0000000;712261
20160719;00:00;14224.0000000;14323.0000000;14055.0000000;14115.0000000;762177
20160720;00:00;14131.0000000;14216.0000000;13947.0000000;14080.0000000;788183
20160721;00:00;14090.0000000;14189.0000000;13983.0000000;14035.0000000;579148
20160722;00:00;14043.0000000;14090.0000000;13952.0000000;14037.0000000;479875
20160725;00:00;14037.0000000;14061.0000000;13736.0000000;13810.0000000;544558
20160726;00:00;13801.0000000;13850.0000000;13516.0000000;13812.0000000;684348
20160727;00:00;13805.0000000;13954.0000000;13706.0000000;13885.0000000;696992
20160728;00:00;13890.0000000;13917.0000000;13665.0000000;13902.0000000;601673
20160729;00:00;13901.0000000;14195.0000000;13772.0000000;14131.0000000;719991
20160801;00:00;14132.0000000;14293.0000000;13931.0000000;13991.0000000;640367
20160802;00:00;13994.0000000;14029.0000000;13662.0000000;13749.0000000;617829
20160803;00:00;13743.0000000;13867.0000000;13594.0000000;13867.0000000;608331
20160804;00:00;13850.0000000;13946.0000000;13759.0000000;13910.0000000;576740
20160805;00:00;13911.0000000;14054.0000000;13875.0000000;14045.0000000;484027
20160808;00:00;14045.0000000;14177.0000000;13949.0000000;14053.0000000;514835
20160809;00:00;14054.0000000;14177.0000000;13924.0000000;14038.0000000;583843
20160810;00:00;14033.0000000;14128.0000000;13903.0000000;13924.0000000;472344
20160811;00:00;13936.0000000;14120.0000000;13896.0000000;14116.0000000;495543
20160812;00:00;14116.0000000;14267.0000000;13995.0000000;14063.0000000;513061
20160815;00:00;14065.0000000;14180.0000000;14008.0000000;14101.0000000;485465
20160816;00:00;14100.0000000;14242.0000000;13911.0000000;13925.0000000;774588
20160817;00:00;13936.0000000;14088.0000000;13830.0000000;14072.0000000;559857
20160818;00:00;14060.0000000;14126.0000000;13721.0000000;13777.0000000;624640
20160819;00:00;13784.0000000;13870.0000000;13652.0000000;13675.0000000;444668
